NASA_Name,Canonical_Name,Canonical_Name_Status,ExoMAST_Query_Name
K2-231 b,K2-231 b,exact,K2-231 b
K2-232 b,K2-232 b,exact,K2-232 b
K2-233 b,K2-233 b,exact,K2-233 b
K2-233 c,K2-233 c,exact,K2-233 c
K2-233 d,K2-233 d,exact,K2-233 d
K2-237 b,K2-237 b,exact,K2-237 b
K2-238 b,K2-238 b,exact,K2-238 b
K2-239 b,K2-239 b,exact,K2-239 b
K2-239 c,K2-239 c,exact,K2-239 c
K2-239 d,K2-239 d,exact,K2-239 d
K2-24 b,K2-24 b,exact,K2-24 b
K2-24 c,K2-24 c,exact,K2-24 c
K2-240 b,K2-240 b,exact,K2-240 b
K2-240 c,K2-240 c,exact,K2-240 c
K2-241 b,K2-241 b,exact,K2-241 b
K2-242 b,K2-242 b,exact,K2-242 b
K2-243 b,K2-243 b,exact,K2-243 b
K2-243 c,K2-243 c,exact,K2-243 c
K2-244 b,K2-244 b,exact,K2-244 b
K2-245 b,K2-245 b,exact,K2-245 b
K2-246 b,K2-246 b,exact,K2-246 b
K2-247 b,K2-247 b,exact,K2-247 b
K2-247 c,K2-247 c,exact,K2-247 c
K2-248 b,K2-248 b,exact,K2-248 b
K2-249 b,K2-249 b,exact,K2-249 b
K2-25 b,K2-25 b,exact,K2-25 b
K2-250 b,K2-250 b,exact,K2-250 b
K2-251 b,K2-251 b,exact,K2-251 b
K2-252 b,K2-252 b,exact,K2-252 b
K2-253 b,K2-253 b,exact,K2-253 b
K2-254 b,K2-254 b,exact,K2-254 b
K2-254 c,K2-254 c,exact,K2-254 c
K2-255 b,K2-255 b,exact,K2-255 b
K2-257 b,K2-257 b,exact,K2-257 b
K2-258 b,K2-258 b,exact,K2-258 b
K2-259 b,K2-259 b,exact,K2-259 b
K2-26 b,K2-26 b,exact,K2-26 b
K2-260 b,K2-260 b,exact,K2-260 b
K2-261 b,K2-261 b,exact,K2-261 b
K2-263 b,K2-263 b,exact,K2-263 b
K2-264 b,K2-264 b,exact,K2-264 b
K2-264 c,K2-264 c,exact,K2-264 c
K2-265 b,K2-265 b,exact,K2-265 b
K2-266 b,K2-266 b,exact,K2-266 b
K2-266 c,K2-266 c,exact,K2-266 c
K2-266 d,K2-266 d,exact,K2-266 d
K2-266 e,K2-266 e,exact,K2-266 e
K2-268 b,K2-268 b,exact,K2-268 b
K2-268 c,K2-268 c,exact,K2-268 c
K2-268 d,K2-268 d,exact,K2-268 d
K2-268 e,K2-268 e,exact,K2-268 e
K2-268 f,K2-268 f,exact,K2-268 f
K2-269 b,K2-269 b,exact,K2-269 b
K2-27 b,K2-27 b,exact,K2-27 b
K2-270 b,K2-270 b,exact,K2-270 b
K2-270 c,K2-270 c,exact,K2-270 c
K2-271 b,K2-271 b,exact,K2-271 b
K2-272 b,K2-272 b,exact,K2-272 b
K2-273 b,K2-273 b,exact,K2-273 b
K2-274 b,K2-274 b,exact,K2-274 b
K2-275 b,K2-275 b,exact,K2-275 b
K2-275 c,K2-275 c,exact,K2-275 c
K2-276 b,K2-276 b,exact,K2-276 b
K2-277 b,K2-277 b,exact,K2-277 b
K2-278 b,K2-278 b,exact,K2-278 b
K2-279 b,K2-279 b,exact,K2-279 b
K2-28 b,K2-28 b,exact,K2-28 b
K2-280 b,K2-280 b,exact,K2-280 b
K2-281 b,K2-281 b,exact,K2-281 b
K2-282 b,K2-282 b,exact,K2-282 b
K2-283 b,K2-283 b,exact,K2-283 b
K2-284 b,K2-284 b,exact,K2-284 b
K2-285 b,K2-285 b,exact,K2-285 b
K2-285 c,K2-285 c,exact,K2-285 c
K2-285 d,K2-285 d,exact,K2-285 d
K2-285 e,K2-285 e,exact,K2-285 e
K2-286 b,K2-286 b,exact,K2-286 b
K2-287 b,K2-287 b,exact,K2-287 b
K2-288 B b,K2-288 B b,exact,K2-288 B b
K2-289 b,K2-289 b,exact,K2-289 b
K2-29 b,K2-29 b,exact,K2-29 b
K2-290 b,K2-290 b,exact,K2-290 b
K2-290 c,K2-290 c,exact,K2-290 c
K2-291 b,K2-291 b,exact,K2-291 b
K2-292 b,K2-292 b,exact,K2-292 b
K2-293 b,K2-293 b,exact,K2-293 b
K2-294 b,K2-294 b,exact,K2-294 b
K2-295 b,K2-295 b,exact,K2-295 b
K2-3 b,K2-3 b,exact,K2-3 b
K2-3 c,K2-3 c,exact,K2-3 c
K2-3 d,K2-3 d,exact,K2-3 d
K2-30 b,K2-30 b,exact,K2-30 b
K2-308 b,K2-308 b,exact,K2-308 b
K2-31 b,K2-31 b,exact,K2-31 b
K2-312 c,K2-312 c,exact,K2-312 c
K2-315 b,K2-315 b,exact,K2-315 b
K2-316 b,K2-316 b,exact,K2-316 b
K2-316 c,K2-316 c,exact,K2-316 c
K2-317 b,K2-317 b,exact,K2-317 b
K2-318 b,K2-318 b,exact,K2-318 b
K2-319 b,K2-319 b,exact,K2-319 b
K2-32 b,K2-32 b,exact,K2-32 b
K2-32 c,K2-32 c,exact,K2-32 c
K2-32 d,K2-32 d,exact,K2-32 d
K2-32 e,K2-32 e,exact,K2-32 e
K2-320 b,K2-320 b,exact,K2-320 b
K2-321 b,K2-321 b,exact,K2-321 b
K2-322 b,K2-322 b,exact,K2-322 b
K2-323 b,K2-323 b,exact,K2-323 b
K2-324 b,K2-324 b,exact,K2-324 b
K2-325 b,K2-325 b,exact,K2-325 b
K2-326 b,K2-326 b,exact,K2-326 b
K2-329 b,K2-329 b,exact,K2-329 b
K2-33 b,K2-33 b,exact,K2-33 b
K2-330 b,K2-330 b,exact,K2-330 b
K2-331 b,K2-331 b,exact,K2-331 b
K2-331 c,K2-331 c,exact,K2-331 c
K2-332 b,K2-332 b,exact,K2-332 b
K2-333 b,K2-333 b,exact,K2-333 b
K2-334 b,K2-334 b,exact,K2-334 b
K2-335 b,K2-335 b,exact,K2-335 b
K2-336 b,K2-336 b,exact,K2-336 b
K2-337 b,K2-337 b,exact,K2-337 b
K2-338 b,K2-338 b,exact,K2-338 b
K2-339 b,K2-339 b,exact,K2-339 b
K2-34 b,K2-34 b,exact,K2-34 b
K2-340 b,K2-340 b,exact,K2-340 b
K2-341 b,K2-341 b,exact,K2-341 b
K2-342 b,K2-342 b,exact,K2-342 b
K2-343 b,K2-343 b,exact,K2-343 b
K2-343 c,K2-343 c,exact,K2-343 c
K2-344 b,K2-344 b,exact,K2-344 b
K2-345 b,K2-345 b,exact,K2-345 b
K2-346 b,K2-346 b,exact,K2-346 b
K2-347 b,K2-347 b,exact,K2-347 b
K2-348 b,K2-348 b,exact,K2-348 b
K2-348 c,K2-348 c,exact,K2-348 c
K2-349 b,K2-349 b,exact,K2-349 b
K2-35 b,K2-35 b,exact,K2-35 b
K2-35 c,K2-35 c,exact,K2-35 c
K2-350 b,K2-350 b,exact,K2-350 b
K2-350 c,K2-350 c,exact,K2-350 c
K2-351 b,K2-351 b,exact,K2-351 b
K2-352 b,K2-352 b,exact,K2-352 b
K2-352 c,K2-352 c,exact,K2-352 c
K2-352 d,K2-352 d,exact,K2-352 d
K2-353 b,K2-353 b,exact,K2-353 b
K2-354 b,K2-354 b,exact,K2-354 b
K2-355 b,K2-355 b,exact,K2-355 b
K2-356 b,K2-356 b,exact,K2-356 b
K2-357 b,K2-357 b,exact,K2-357 b
K2-358 b,K2-358 b,exact,K2-358 b
K2-36 b,K2-36 b,exact,K2-36 b
K2-36 c,K2-36 c,exact,K2-36 c
K2-360 c,K2-360 c,exact,K2-360 c
K2-365 b,K2-365 b,exact,K2-365 b
K2-366 b,K2-366 b,exact,K2-366 b
K2-367 b,K2-367 b,exact,K2-367 b
K2-368 b,K2-368 b,exact,K2-368 b
K2-368 c,K2-368 c,exact,K2-368 c
K2-368 d,K2-368 d,exact,K2-368 d
K2-369 b,K2-369 b,exact,K2-369 b
K2-37 b,K2-37 b,exact,K2-37 b
K2-37 c,K2-37 c,exact,K2-37 c
K2-37 d,K2-37 d,exact,K2-37 d
K2-370 b,K2-370 b,exact,K2-370 b
K2-371 b,K2-371 b,exact,K2-371 b
K2-372 b,K2-372 b,exact,K2-372 b
K2-373 b,K2-373 b,exact,K2-373 b
K2-374 b,K2-374 b,exact,K2-374 b
K2-374 c,K2-374 c,exact,K2-374 c
K2-375 b,K2-375 b,exact,K2-375 b
K2-376 b,K2-376 b,exact,K2-376 b
K2-377 b,K2-377 b,exact,K2-377 b
K2-378 b,K2-378 b,exact,K2-378 b
K2-379 b,K2-379 b,exact,K2-379 b
K2-38 b,K2-38 b,exact,K2-38 b
K2-38 c,K2-38 c,exact,K2-38 c
K2-380 b,K2-380 b,exact,K2-380 b
K2-381 b,K2-381 b,exact,K2-381 b
K2-381 c,K2-381 c,exact,K2-381 c
K2-381 d,K2-381 d,exact,K2-381 d
K2-382 b,K2-382 b,exact,K2-382 b
K2-383 b,K2-383 b,exact,K2-383 b
K2-384 b,K2-384 b,exact,K2-384 b
K2-384 c,K2-384 c,exact,K2-384 c
K2-384 d,K2-384 d,exact,K2-384 d
K2-384 e,K2-384 e,exact,K2-384 e
K2-384 f,K2-384 f,exact,K2-384 f
K2-385 b,K2-385 b,exact,K2-385 b
K2-386 b,K2-386 b,exact,K2-386 b
K2-387 b,K2-387 b,exact,K2-387 b
K2-388 b,K2-388 b,exact,K2-388 b
K2-389 b,K2-389 b,exact,K2-389 b
K2-389 c,K2-389 c,exact,K2-389 c
K2-39 b,K2-39 b,exact,K2-39 b
K2-390 b,K2-390 b,exact,K2-390 b
K2-391 b,K2-391 b,exact,K2-391 b
K2-392 b,K2-392 b,exact,K2-392 b
K2-393 b,K2-393 b,exact,K2-393 b
K2-394 b,K2-394 b,exact,K2-394 b
K2-395 b,K2-395 b,exact,K2-395 b
K2-395 c,K2-395 c,exact,K2-395 c
K2-396 b,K2-396 b,exact,K2-396 b
K2-396 c,K2-396 c,exact,K2-396 c
K2-397 b,K2-397 b,exact,K2-397 b
K2-398 b,K2-398 b,exact,K2-398 b
K2-398 c,K2-398 c,exact,K2-398 c
K2-4 b,K2-4 b,exact,K2-4 b
K2-400 b,K2-400 b,exact,K2-400 b
K2-401 b,K2-401 b,exact,K2-401 b
K2-402 b,K2-402 b,exact,K2-402 b
K2-403 b,K2-403 b,exact,K2-403 b
K2-404 b,K2-404 b,exact,K2-404 b
K2-405 b,K2-405 b,exact,K2-405 b
K2-406 b,K2-406 b,exact,K2-406 b
K2-407 b,K2-407 b,exact,K2-407 b
K2-407 c,K2-407 c,exact,K2-407 c
K2-408 b,K2-408 b,exact,K2-408 b
K2-409 b,K2-409 b,exact,K2-409 b
K2-411 b,K2-411 b,exact,K2-411 b
K2-412 b,K2-412 b,exact,K2-412 b
K2-413 b,K2-413 b,exact,K2-413 b
K2-413 c,K2-413 c,exact,K2-413 c
K2-414 b,K2-414 b,exact,K2-414 b
K2-414 c,K2-414 c,exact,K2-414 c
K2-415 b,K2-415 b,exact,K2-415 b
K2-416 b,K2-416 b,exact,K2-416 b
K2-417 b,K2-417 b,exact,K2-417 b
K2-419 A b,K2-419 A b,exact,K2-419 A b
K2-42 b,K2-42 b,exact,K2-42 b
K2-43 b,K2-43 b,exact,K2-43 b
K2-43 c,K2-43 c,exact,K2-43 c
K2-44 b,K2-44 b,exact,K2-44 b
K2-45 b,K2-45 b,exact,K2-45 b
K2-46 b,K2-46 b,exact,K2-46 b
K2-47 b,K2-47 b,exact,K2-47 b
K2-48 b,K2-48 b,exact,K2-48 b
K2-49 b,K2-49 b,exact,K2-49 b
K2-5 b,K2-5 b,exact,K2-5 b
K2-5 c,K2-5 c,exact,K2-5 c
K2-50 b,K2-50 b,exact,K2-50 b
K2-52 b,K2-52 b,exact,K2-52 b
K2-53 b,K2-53 b,exact,K2-53 b
K2-54 b,K2-54 b,exact,K2-54 b
K2-55 b,K2-55 b,exact,K2-55 b
K2-57 b,K2-57 b,exact,K2-57 b
K2-58 b,K2-58 b,exact,K2-58 b
K2-58 c,K2-58 c,exact,K2-58 c
K2-58 d,K2-58 d,exact,K2-58 d
K2-59 b,K2-59 b,exact,K2-59 b
K2-59 c,K2-59 c,exact,K2-59 c
K2-6 b,K2-6 b,exact,K2-6 b
K2-60 b,K2-60 b,exact,K2-60 b
K2-61 b,K2-61 b,exact,K2-61 b
K2-62 b,K2-62 b,exact,K2-62 b
K2-62 c,K2-62 c,exact,K2-62 c
K2-63 b,K2-63 b,exact,K2-63 b
K2-63 c,K2-63 c,exact,K2-63 c
K2-64 b,K2-64 b,exact,K2-64 b
K2-65 b,K2-65 b,exact,K2-65 b
K2-66 b,K2-66 b,exact,K2-66 b
K2-68 b,K2-68 b,exact,K2-68 b
K2-69 b,K2-69 b,exact,K2-69 b
K2-7 b,K2-7 b,exact,K2-7 b
K2-70 b,K2-70 b,exact,K2-70 b
K2-71 b,K2-71 b,exact,K2-71 b
K2-72 b,K2-72 b,exact,K2-72 b
K2-72 c,K2-72 c,exact,K2-72 c
K2-72 d,K2-72 d,exact,K2-72 d
K2-72 e,K2-72 e,exact,K2-72 e
K2-73 b,K2-73 b,exact,K2-73 b
K2-73 c,K2-73 c,exact,K2-73 c
K2-74 b,K2-74 b,exact,K2-74 b
K2-75 b,K2-75 b,exact,K2-75 b
K2-75 c,K2-75 c,exact,K2-75 c
K2-77 b,K2-77 b,exact,K2-77 b
K2-79 b,K2-79 b,exact,K2-79 b
K2-8 b,K2-8 b,exact,K2-8 b
K2-8 c,K2-8 c,exact,K2-8 c
K2-80 b,K2-80 b,exact,K2-80 b
K2-80 c,K2-80 c,exact,K2-80 c
K2-80 d,K2-80 d,exact,K2-80 d
K2-81 b,K2-81 b,exact,K2-81 b
K2-83 b,K2-83 b,exact,K2-83 b
K2-83 c,K2-83 c,exact,K2-83 c
K2-84 b,K2-84 b,exact,K2-84 b
K2-84 c,K2-84 c,exact,K2-84 c
K2-85 b,K2-85 b,exact,K2-85 b
K2-86 b,K2-86 b,exact,K2-86 b
K2-87 b,K2-87 b,exact,K2-87 b
K2-88 b,K2-88 b,exact,K2-88 b
K2-89 b,K2-89 b,exact,K2-89 b
K2-9 b,K2-9 b,exact,K2-9 b
K2-90 b,K2-90 b,exact,K2-90 b
K2-90 c,K2-90 c,exact,K2-90 c
K2-91 b,K2-91 b,exact,K2-91 b
K2-95 b,K2-95 b,exact,K2-95 b
K2-97 b,K2-97 b,exact,K2-97 b
K2-98 b,K2-98 b,exact,K2-98 b
K2-99 b,K2-99 b,exact,K2-99 b
K2-99 c,K2-99 c,exact,K2-99 c
kap And b,kap And b,exact,kap And b
kap CrB b,kappa CrB b,resolved,kap CrB b
Kapteyn c,Kapteyn c,exact,Kapteyn c
KELT-1 b,KELT-1 b,exact,KELT-1 b
KELT-10 b,KELT-10 b,exact,KELT-10 b
KELT-11 b,KELT-11 b,exact,KELT-11 b
KELT-12 b,KELT-12 b,exact,KELT-12 b
KELT-14 b,KELT-14 b,exact,KELT-14 b
KELT-15 b,KELT-15 b,exact,KELT-15 b
KELT-16 b,KELT-16 b,exact,KELT-16 b
KELT-17 b,KELT-17 b,exact,KELT-17 b
KELT-18 b,KELT-18 b,exact,KELT-18 b
KELT-19 A b,KELT-19 A b,exact,KELT-19 A b
KELT-2 A b,KELT-2 A b,exact,KELT-2 A b
KELT-20 b,KELT-20 b,exact,KELT-20 b
KELT-21 b,KELT-21 b,exact,KELT-21 b
KELT-23 A b,KELT-23 A b,exact,KELT-23 A b
KELT-24 b,KELT-24 b,exact,KELT-24 b
KELT-3 b,KELT-3 b,exact,KELT-3 b
KELT-4 A b,KELT-4 A b,exact,KELT-4 A b
KELT-6 b,KELT-6 b,exact,KELT-6 b
KELT-6 c,KELT-6 c,exact,KELT-6 c
KELT-7 b,KELT-7 b,exact,KELT-7 b
KELT-8 b,KELT-8 b,exact,KELT-8 b
KELT-9 b,KELT-9 b,exact,KELT-9 b
Kepler-10 b,Kepler-10 b,exact,Kepler-10 b
Kepler-10 c,Kepler-10 c,exact,Kepler-10 c
Kepler-10 d,Kepler-10 d,exact,Kepler-10 d
Kepler-100 b,Kepler-100 b,exact,Kepler-100 b
Kepler-100 c,Kepler-100 c,exact,Kepler-100 c
Kepler-100 d,Kepler-100 d,exact,Kepler-100 d
Kepler-100 e,Kepler-100 e,exact,Kepler-100 e
Kepler-1000 b,Kepler-1000 b,exact,Kepler-1000 b
Kepler-1001 b,Kepler-1001 b,exact,Kepler-1001 b
Kepler-1001 c,Kepler-1001 c,exact,Kepler-1001 c
Kepler-1002 b,Kepler-1002 b,exact,Kepler-1002 b
Kepler-1003 b,Kepler-1003 b,exact,Kepler-1003 b
Kepler-1004 b,Kepler-1004 b,exact,Kepler-1004 b
Kepler-1005 b,Kepler-1005 b,exact,Kepler-1005 b
Kepler-1006 b,Kepler-1006 b,exact,Kepler-1006 b
Kepler-1007 b,Kepler-1007 b,exact,Kepler-1007 b
Kepler-1008 b,Kepler-1008 b,exact,Kepler-1008 b
Kepler-1009 b,Kepler-1009 b,exact,Kepler-1009 b
Kepler-101 b,Kepler-101 b,exact,Kepler-101 b
Kepler-101 c,Kepler-101 c,exact,Kepler-101 c
Kepler-1010 b,Kepler-1010 b,exact,Kepler-1010 b
Kepler-1011 b,Kepler-1011 b,exact,Kepler-1011 b
Kepler-1012 b,Kepler-1012 b,exact,Kepler-1012 b
Kepler-1013 b,Kepler-1013 b,exact,Kepler-1013 b
Kepler-1014 b,Kepler-1014 b,exact,Kepler-1014 b
Kepler-1015 b,Kepler-1015 b,exact,Kepler-1015 b
Kepler-1016 b,Kepler-1016 b,exact,Kepler-1016 b
Kepler-1016 c,Kepler-1016 c,exact,Kepler-1016 c
Kepler-1017 b,Kepler-1017 b,exact,Kepler-1017 b
Kepler-1018 b,Kepler-1018 b,exact,Kepler-1018 b
Kepler-1019 b,Kepler-1019 b,exact,Kepler-1019 b
Kepler-102 b,Kepler-102 b,exact,Kepler-102 b
Kepler-102 c,Kepler-102 c,exact,Kepler-102 c
Kepler-102 d,Kepler-102 d,exact,Kepler-102 d
Kepler-102 e,Kepler-102 e,exact,Kepler-102 e
Kepler-102 f,Kepler-102 f,exact,Kepler-102 f
Kepler-1020 b,Kepler-1020 b,exact,Kepler-1020 b
Kepler-1021 b,Kepler-1021 b,exact,Kepler-1021 b
Kepler-1022 b,Kepler-1022 b,exact,Kepler-1022 b
Kepler-1023 b,Kepler-1023 b,exact,Kepler-1023 b
Kepler-1024 b,Kepler-1024 b,exact,Kepler-1024 b
Kepler-1025 b,Kepler-1025 b,exact,Kepler-1025 b
Kepler-1026 b,Kepler-1026 b,exact,Kepler-1026 b
Kepler-1027 b,Kepler-1027 b,exact,Kepler-1027 b
Kepler-1028 b,Kepler-1028 b,exact,Kepler-1028 b
Kepler-1029 b,Kepler-1029 b,exact,Kepler-1029 b
Kepler-103 b,Kepler-103 b,exact,Kepler-103 b
Kepler-103 c,Kepler-103 c,exact,Kepler-103 c
Kepler-1030 b,Kepler-1030 b,exact,Kepler-1030 b
Kepler-1031 b,Kepler-1031 b,exact,Kepler-1031 b
Kepler-1032 b,Kepler-1032 b,exact,Kepler-1032 b
Kepler-1033 b,Kepler-1033 b,exact,Kepler-1033 b
Kepler-1034 b,Kepler-1034 b,exact,Kepler-1034 b
Kepler-1035 b,Kepler-1035 b,exact,Kepler-1035 b
Kepler-1036 b,Kepler-1036 b,exact,Kepler-1036 b
Kepler-1037 b,Kepler-1037 b,exact,Kepler-1037 b
Kepler-1038 b,Kepler-1038 b,exact,Kepler-1038 b
Kepler-1038 c,Kepler-1038 c,exact,Kepler-1038 c
Kepler-1039 b,Kepler-1039 b,exact,Kepler-1039 b
Kepler-104 b,Kepler-104 b,exact,Kepler-104 b
Kepler-104 c,Kepler-104 c,exact,Kepler-104 c
Kepler-104 d,Kepler-104 d,exact,Kepler-104 d
Kepler-1040 b,Kepler-1040 b,exact,Kepler-1040 b
Kepler-1041 b,Kepler-1041 b,exact,Kepler-1041 b
Kepler-1042 b,Kepler-1042 b,exact,Kepler-1042 b
Kepler-1043 b,Kepler-1043 b,exact,Kepler-1043 b
Kepler-1044 b,Kepler-1044 b,exact,Kepler-1044 b
Kepler-1045 b,Kepler-1045 b,exact,Kepler-1045 b
Kepler-1046 b,Kepler-1046 b,exact,Kepler-1046 b
Kepler-1047 b,Kepler-1047 b,exact,Kepler-1047 b
Kepler-1047 c,Kepler-1047 c,exact,Kepler-1047 c
Kepler-1048 b,Kepler-1048 b,exact,Kepler-1048 b
Kepler-1049 b,Kepler-1049 b,exact,Kepler-1049 b
Kepler-105 b,Kepler-105 b,exact,Kepler-105 b
Kepler-105 c,Kepler-105 c,exact,Kepler-105 c
Kepler-1050 b,Kepler-1050 b,exact,Kepler-1050 b
Kepler-1050 c,Kepler-1050 c,exact,Kepler-1050 c
Kepler-1051 b,Kepler-1051 b,exact,Kepler-1051 b
Kepler-1052 b,Kepler-1052 b,exact,Kepler-1052 b
Kepler-1052 c,Kepler-1052 c,exact,Kepler-1052 c
Kepler-1053 b,Kepler-1053 b,exact,Kepler-1053 b
Kepler-1054 b,Kepler-1054 b,exact,Kepler-1054 b
Kepler-1055 b,Kepler-1055 b,exact,Kepler-1055 b
Kepler-1056 b,Kepler-1056 b,exact,Kepler-1056 b
Kepler-1057 b,Kepler-1057 b,exact,Kepler-1057 b
Kepler-1058 b,Kepler-1058 b,exact,Kepler-1058 b
Kepler-1059 b,Kepler-1059 b,exact,Kepler-1059 b
Kepler-106 b,Kepler-106 b,exact,Kepler-106 b
Kepler-106 c,Kepler-106 c,exact,Kepler-106 c
Kepler-106 d,Kepler-106 d,exact,Kepler-106 d
Kepler-106 e,Kepler-106 e,exact,Kepler-106 e
Kepler-1060 b,Kepler-1060 b,exact,Kepler-1060 b
Kepler-1061 b,Kepler-1061 b,exact,Kepler-1061 b
Kepler-1062 b,Kepler-1062 b,exact,Kepler-1062 b
Kepler-1063 b,Kepler-1063 b,exact,Kepler-1063 b
Kepler-1064 b,Kepler-1064 b,exact,Kepler-1064 b
Kepler-1065 b,Kepler-1065 b,exact,Kepler-1065 b
Kepler-1065 c,Kepler-1065 c,exact,Kepler-1065 c
Kepler-1066 b,Kepler-1066 b,exact,Kepler-1066 b
Kepler-1067 b,Kepler-1067 b,exact,Kepler-1067 b
Kepler-1067 c,Kepler-1067 c,exact,Kepler-1067 c
Kepler-1068 b,Kepler-1068 b,exact,Kepler-1068 b
Kepler-1069 b,Kepler-1069 b,exact,Kepler-1069 b
Kepler-107 b,Kepler-107 b,exact,Kepler-107 b
Kepler-107 c,Kepler-107 c,exact,Kepler-107 c
Kepler-107 d,Kepler-107 d,exact,Kepler-107 d
Kepler-107 e,Kepler-107 e,exact,Kepler-107 e
Kepler-1070 b,Kepler-1070 b,exact,Kepler-1070 b
Kepler-1071 b,Kepler-1071 b,exact,Kepler-1071 b
Kepler-1072 b,Kepler-1072 b,exact,Kepler-1072 b
Kepler-1073 b,Kepler-1073 b,exact,Kepler-1073 b
Kepler-1073 c,Kepler-1073 c,exact,Kepler-1073 c
Kepler-1073 d,Kepler-1073 d,exact,Kepler-1073 d
Kepler-1074 b,Kepler-1074 b,exact,Kepler-1074 b
Kepler-1075 b,Kepler-1075 b,exact,Kepler-1075 b
Kepler-1076 b,Kepler-1076 b,exact,Kepler-1076 b
Kepler-1077 b,Kepler-1077 b,exact,Kepler-1077 b
Kepler-1078 b,Kepler-1078 b,exact,Kepler-1078 b
Kepler-1079 b,Kepler-1079 b,exact,Kepler-1079 b
Kepler-108 b,Kepler-108 b,exact,Kepler-108 b
Kepler-108 c,Kepler-108 c,exact,Kepler-108 c
Kepler-1080 b,Kepler-1080 b,exact,Kepler-1080 b
Kepler-1081 b,Kepler-1081 b,exact,Kepler-1081 b
Kepler-1082 b,Kepler-1082 b,exact,Kepler-1082 b
Kepler-1083 b,Kepler-1083 b,exact,Kepler-1083 b
Kepler-1084 b,Kepler-1084 b,exact,Kepler-1084 b
Kepler-1085 b,Kepler-1085 b,exact,Kepler-1085 b
Kepler-1085 c,Kepler-1085 c,exact,Kepler-1085 c
Kepler-1086 b,Kepler-1086 b,exact,Kepler-1086 b
Kepler-1086 c,Kepler-1086 c,exact,Kepler-1086 c
Kepler-1087 b,Kepler-1087 b,exact,Kepler-1087 b
Kepler-1088 b,Kepler-1088 b,exact,Kepler-1088 b
Kepler-1089 b,Kepler-1089 b,exact,Kepler-1089 b
Kepler-109 b,Kepler-109 b,exact,Kepler-109 b
Kepler-109 c,Kepler-109 c,exact,Kepler-109 c
Kepler-1090 b,Kepler-1090 b,exact,Kepler-1090 b
Kepler-1090 c,Kepler-1090 c,exact,Kepler-1090 c
Kepler-1091 b,Kepler-1091 b,exact,Kepler-1091 b
Kepler-1092 b,Kepler-1092 b,exact,Kepler-1092 b
Kepler-1093 b,Kepler-1093 b,exact,Kepler-1093 b
Kepler-1093 c,Kepler-1093 c,exact,Kepler-1093 c
Kepler-1094 b,Kepler-1094 b,exact,Kepler-1094 b
Kepler-1095 b,Kepler-1095 b,exact,Kepler-1095 b
Kepler-1096 b,Kepler-1096 b,exact,Kepler-1096 b
Kepler-1097 b,Kepler-1097 b,exact,Kepler-1097 b
Kepler-1098 b,Kepler-1098 b,exact,Kepler-1098 b
Kepler-1099 b,Kepler-1099 b,exact,Kepler-1099 b
Kepler-11 b,Kepler-11 b,exact,Kepler-11 b
Kepler-11 c,Kepler-11 c,exact,Kepler-11 c
Kepler-11 d,Kepler-11 d,exact,Kepler-11 d
Kepler-11 e,Kepler-11 e,exact,Kepler-11 e
Kepler-11 f,Kepler-11 f,exact,Kepler-11 f
Kepler-11 g,Kepler-11 g,exact,Kepler-11 g
Kepler-110 b,Kepler-110 b,exact,Kepler-110 b
Kepler-110 c,Kepler-110 c,exact,Kepler-110 c
Kepler-1100 b,Kepler-1100 b,exact,Kepler-1100 b
Kepler-1101 b,Kepler-1101 b,exact,Kepler-1101 b
Kepler-1102 b,Kepler-1102 b,exact,Kepler-1102 b
Kepler-1103 b,Kepler-1103 b,exact,Kepler-1103 b
Kepler-1104 b,Kepler-1104 b,exact,Kepler-1104 b
Kepler-1105 b,Kepler-1105 b,exact,Kepler-1105 b
Kepler-1106 b,Kepler-1106 b,exact,Kepler-1106 b
Kepler-1107 b,Kepler-1107 b,exact,Kepler-1107 b
Kepler-1108 b,Kepler-1108 b,exact,Kepler-1108 b
Kepler-1109 b,Kepler-1109 b,exact,Kepler-1109 b
Kepler-111 b,Kepler-111 b,exact,Kepler-111 b
Kepler-111 c,Kepler-111 c,exact,Kepler-111 c
Kepler-1110 b,Kepler-1110 b,exact,Kepler-1110 b
Kepler-1111 b,Kepler-1111 b,exact,Kepler-1111 b
Kepler-1112 b,Kepler-1112 b,exact,Kepler-1112 b
Kepler-1113 b,Kepler-1113 b,exact,Kepler-1113 b
Kepler-1114 b,Kepler-1114 b,exact,Kepler-1114 b
Kepler-1115 b,Kepler-1115 b,exact,Kepler-1115 b
Kepler-1116 b,Kepler-1116 b,exact,Kepler-1116 b
Kepler-1117 b,Kepler-1117 b,exact,Kepler-1117 b
Kepler-1118 b,Kepler-1118 b,exact,Kepler-1118 b
Kepler-1119 b,Kepler-1119 b,exact,Kepler-1119 b
Kepler-112 b,Kepler-112 b,exact,Kepler-112 b
Kepler-112 c,Kepler-112 c,exact,Kepler-112 c
Kepler-1120 b,Kepler-1120 b,exact,Kepler-1120 b
Kepler-1121 b,Kepler-1121 b,exact,Kepler-1121 b
Kepler-1122 b,Kepler-1122 b,exact,Kepler-1122 b
Kepler-1123 b,Kepler-1123 b,exact,Kepler-1123 b
Kepler-1124 b,Kepler-1124 b,exact,Kepler-1124 b
Kepler-1125 b,Kepler-1125 b,exact,Kepler-1125 b
Kepler-1126 b,Kepler-1126 b,exact,Kepler-1126 b
